"","ID","factor","taxa","tips","node","clade","other"
"14","cmax",1,"CANIDAE, PHOCIDAE, ODOBENIDAE, OTARIIDAE, MEPHITIDAE, PROCYONIDAE, MUSTELIDAE, AILURIDAE, URSIDAE, HYAENIDAE, HERPESTIDAE, VIVERRIDAE, FELIDAE, EQUIDAE, TAPIRIDAE, RHINOCEROTIDAE, CAMELIDAE, TAYASSUIDAE, SUIDAE, HIPPOPOTAMIDAE, PHYSETERIDAE, DELPHINIDAE, ESCHRICHTIIDAE, BALAENOPTERIDAE, BALAENIDAE, TRAGULIDAE, GIRAFFIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE, RHINOLOPHIDAE, HIPPOSIDERIDAE, PTEROPODIDAE, MORMOOPIDAE, PHYLLOSTOMIDAE, NATALIDAE, MOLOSSIDAE, VESPERTILIONIDAE, NYCTERIDAE, EMBALLONURIDAE",416,817,0.6,0.22
"15","cmax",2,"TAYASSUIDAE, SUIDAE, HIPPOPOTAMIDAE, PHYSETERIDAE, DELPHINIDAE, ESCHRICHTIIDAE, BALAENOPTERIDAE, BALAENIDAE, TRAGULIDAE, GIRAFFIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE",106,832,0.24,0.73
"16","cmax",3,"Neotoma, Reithrodontomys, Onychomys, Peromyscus, Megadontomys, Baiomys",30,1465,0.71,0.18
"17","cmax",4,"RHINOLOPHIDAE, HIPPOSIDERIDAE",24,1185,0.23,0.76
"18","cmax",5,"PHOCIDAE, ODOBENIDAE, OTARIIDAE",11,1003,0.05,0.79
"19","cmax",6,"Lonchophylla, Artibeus, Dermanura, Vampyrodes, Platyrrhinus, Uroderma, Sturnira, Rhinophylla, Carollia, Trachops, Phyllostomus, Tonatia, Lophostoma, Chrotopterus",27,1148,0.5,0.83
"20","cmax_fla",1,"CAMELIDAE, SUIDAE, DELPHINIDAE, TRAGULIDAE, GIRAFFIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE",66,246,0.03,0.11
"21","cmax_fla",2,"RHINOLOPHIDAE, HIPPOSIDERIDAE, PTEROPODIDAE",13,362,0.24,0.1
"22","cmax_fla",3,"VESPERTILIONIDAE",13,333,0.22,0.09
"23","cmax_rha",1,"CANIDAE, MEPHITIDAE, PROCYONIDAE, MUSTELIDAE, URSIDAE, HYAENIDAE, HERPESTIDAE, VIVERRIDAE, FELIDAE, EQUIDAE, CAMELIDAE, TAYASSUIDAE, SUIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE, RHINOLOPHIDAE, HIPPOSIDERIDAE, PTEROPODIDAE, MORMOOPIDAE, PHYLLOSTOMIDAE, MOLOSSIDAE, VESPERTILIONIDAE, NYCTERIDAE, EMBALLONURIDAE",242,301,0.97,0.43
"24","cmax_tog",1,"CANIDAE, PHOCIDAE, MEPHITIDAE, PROCYONIDAE, URSIDAE, EQUIDAE, CAMELIDAE, TAYASSUIDAE, SUIDAE, CERVIDAE, BOVIDAE, HIPPOSIDERIDAE, PTEROPODIDAE, PHYLLOSTOMIDAE, MOLOSSIDAE, VESPERTILIONIDAE, EMBALLONURIDAE",55,154,0.14,0.05
"25","cot",1,"HYLOBATIDAE, HOMINIDAE, CERCOPITHECIDAE",51,1186,0.85,0.18
"26","cot",2,"Bibimys, Necromys, Akodon, Thaptomys, Oxymycterus",14,1399,0.89,0.16
"27","cot",3,"RHINOLOPHIDAE, HIPPOSIDERIDAE, PTEROPODIDAE",49,1108,0.38,0.14
"28","cot_tog",1,"HOMINIDAE, CERCOPITHECIDAE",11,209,0.93,0.1
"29","dbmean",1,"RHINOLOPHIDAE",14,1186,1190.38,155.56
"30","dbmean",2,"CANIDAE, PHOCIDAE, ODOBENIDAE, OTARIIDAE, MEPHITIDAE, PROCYONIDAE, MUSTELIDAE, AILURIDAE, URSIDAE, HYAENIDAE, HERPESTIDAE, VIVERRIDAE, FELIDAE, EQUIDAE, TAPIRIDAE, RHINOCEROTIDAE, CAMELIDAE, TAYASSUIDAE, SUIDAE, HIPPOPOTAMIDAE, PHYSETERIDAE, DELPHINIDAE, ESCHRICHTIIDAE, BALAENOPTERIDAE, BALAENIDAE, TRAGULIDAE, GIRAFFIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE, HIPPOSIDERIDAE, PTEROPODIDAE, MORMOOPIDAE, PHYLLOSTOMIDAE, NATALIDAE, MOLOSSIDAE, VESPERTILIONIDAE, NYCTERIDAE, EMBALLONURIDAE",402,817,245.37,66.46
"31","dbmean",3,"CAMELIDAE, TAYASSUIDAE, SUIDAE, HIPPOPOTAMIDAE, PHYSETERIDAE, DELPHINIDAE, ESCHRICHTIIDAE, BALAENOPTERIDAE, BALAENIDAE, TRAGULIDAE, GIRAFFIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE",112,826,65.3,301.31
"32","dbmean_fla",1,"RHINOLOPHIDAE, HIPPOSIDERIDAE, PTEROPODIDAE",13,362,227.14,44.03
"33","dbmean_fla",2,"VESPERTILIONIDAE",13,333,211.93,33.51
"34","dbmean_fla",3,"CALLITRICHIDAE, CEBIDAE, ATELIDAE, HOMINIDAE, CERCOPITHECIDAE",18,375,99.22,27.43
"35","dbmean_fla",4,"CANIDAE, PHOCIDAE, MEPHITIDAE, PROCYONIDAE, MUSTELIDAE, URSIDAE, HERPESTIDAE, FELIDAE",16,311,92.63,21.8
"36","dbmean_fla",5,"Ondatra, Arvicola, Microtus, Myodes, Alticola, Cricetulus, Mesocricetus",16,424,53.86,18.48
"37","dbmean_rha",1,"CANIDAE, MEPHITIDAE, PROCYONIDAE, MUSTELIDAE, URSIDAE, HYAENIDAE, HERPESTIDAE, VIVERRIDAE, FELIDAE, EQUIDAE, CAMELIDAE, TAYASSUIDAE, SUIDAE, ANTILOCAPRIDAE, CERVIDAE, BOVIDAE, RHINOLOPHIDAE, HIPPOSIDERIDAE, PTEROPODIDAE, MORMOOPIDAE, PHYLLOSTOMIDAE, MOLOSSIDAE, VESPERTILIONIDAE, NYCTERIDAE, EMBALLONURIDAE",242,301,336.84,170.36
"38","dbmean_tog",1,"PERAMELIDAE, DASYURIDAE, PHASCOLARCTIDAE, VOMBATIDAE, PHALANGERIDAE, MACROPODIDAE, POTOROIDAE, PSEUDOCHEIRIDAE, PETAURIDAE",22,279,-0.29,20.37
"39","bmean",1,"NATALIDAE, MOLOSSIDAE, VESPERTILIONIDAE, NYCTERIDAE, EMBALLONURIDAE",97,193,0.75,0.4
"40","bmean",2,"RHINOLOPHIDAE, HIPPOSIDERIDAE",24,333,0.11,0.47
"41","bmean",3,"Lonchophylla, Artibeus, Dermanura, Vampyrodes, Platyrrhinus, Uroderma, Sturnira, Rhinophylla, Carollia, Trachops, Phyllostomus, Tonatia, Lophostoma, Chrotopterus",27,296,0.27,0.59
"42","bmean_fla",1,"MORMOOPIDAE, PHYLLOSTOMIDAE",18,69,0.04,0.18
"43","bmean_rha",1,"Lonchophylla, Artibeus, Dermanura, Vampyrodes, Platyrrhinus, Uroderma, Sturnira, Trachops, Phyllostomus, Lophostoma, Chrotopterus",16,221,0.71,0.98
"44","bmean_rha",2,"Diaemus, Desmodus, Diphylla, Micronycteris, Lonchorhina, Glossophaga, Leptonycteris, Anoura",12,217,0.9,1
"45","bmax",1,"RHINOLOPHIDAE, HIPPOSIDERIDAE",24,333,0.22,0.81
"46","bmax",2,"Lonchophylla, Artibeus, Dermanura, Vampyrodes, Platyrrhinus, Uroderma, Sturnira, Rhinophylla, Carollia, Trachops, Phyllostomus, Tonatia, Lophostoma, Chrotopterus",27,296,0.47,0.88
"47","bmax_fla",1,"MORMOOPIDAE, PHYLLOSTOMIDAE",18,69,0.06,0.21
"48","bmax_rha",1,"Lonchophylla, Artibeus, Dermanura, Vampyrodes, Platyrrhinus, Uroderma, Sturnira, Trachops, Phyllostomus, Lophostoma, Chrotopterus",16,221,0.82,1
"49","bot",1,"MORMOOPIDAE, PHYLLOSTOMIDAE, NATALIDAE, MOLOSSIDAE, VESPERTILIONIDAE, NYCTERIDAE, EMBALLONURIDAE",139,190,0.08,0.39
"50","bdbmean",1,"RHINOLOPHIDAE",14,334,1201.33,283.65
